Value,Count,Clip_OutRaster_LC20_BPS_220_tif,Clip_OutRaster_LC22_EVT_230_tif,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
126,150.000000000000000,-1111,7047,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
127,2266.000000000000000,418,7139,10452_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,Conifer,202,69,137,37,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
128,439214.000000000000000,419,7053,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer,223,106,-9999,72,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
129,706917.000000000000000,419,7106,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer,223,106,-9999,72,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
130,234425.000000000000000,419,7139,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer,223,106,-9999,72,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
131,11461.000000000000000,419,7010,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer,223,106,-9999,72,Northern Rocky Mountain Western Larch Savanna,Conifer
132,44852.000000000000000,425,7053,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
133,123006.000000000000000,419,7140,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer,223,106,-9999,72,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
134,98.000000000000000,-1111,7056,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
135,433629.000000000000000,425,7106,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
136,26.000000000000000,-1111,7106,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
137,165.000000000000000,-1111,7045,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
138,76025.000000000000000,446,7145,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
139,9.000000000000000,-1111,7139,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
140,1473.000000000000000,425,7901,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Western Cool Temperate Urban Evergreen Forest,Developed
141,9.000000000000000,-1111,7145,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
142,35.000000000000000,-1111,7055,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
143,10.000000000000000,-1111,7169,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
144,111259.000000000000000,424,7045,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
145,944970.000000000000000,424,7050,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Rocky Mountain Lodgepole Pine Forest,Conifer
146,78851.000000000000000,424,7047,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
147,156152.000000000000000,449,7045,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
148,246246.000000000000000,449,7169,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
149,1.000000000000000,-1111,9016,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated
150,5678.000000000000000,418,7050,10452_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,Conifer,202,69,137,37,Rocky Mountain Lodgepole Pine Forest,Conifer
151,120031.000000000000000,449,7056,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
152,193011.000000000000000,424,7056,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
153,52693.000000000000000,449,7047,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
154,808209.000000000000000,419,7050,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer,223,106,-9999,72,Rocky Mountain Lodgepole Pine Forest,Conifer
155,15074.000000000000000,440,7047,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
156,48323.000000000000000,417,7165,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
157,720.000000000000000,425,7921,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Western Cool Temperate Developed Evergreen Forest,Developed
158,7042.000000000000000,440,7165,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
159,228.000000000000000,425,7297,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Developed-Medium Intensity,Developed-Medium Intensity
160,533.000000000000000,425,7296,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Developed-Low Intensity,Developed-Low Intensity
161,492.000000000000000,417,9512,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
162,243671.000000000000000,440,7106,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
163,945070.000000000000000,436,7106,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
164,785237.000000000000000,436,7139,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
165,48378.000000000000000,440,7139,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
166,5904.000000000000000,446,9021,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
167,86.000000000000000,443,7055,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
168,73.000000000000000,443,7056,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
169,58386.000000000000000,434,7106,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
170,445611.000000000000000,449,7106,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
171,7.000000000000000,-1111,9012,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
172,23411.000000000000000,440,9018,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
173,199185.000000000000000,436,7053,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
174,205567.000000000000000,446,7965,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Western Cool Temperate Close Grown Crop,Agricultural
175,93764.000000000000000,446,9829,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Western North American Ruderal Wet Meadow & Marsh,Riparian
176,43837.000000000000000,417,9828,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
177,79335.000000000000000,446,9329,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Western North American Ruderal Wet Shrubland,Riparian
178,3.000000000000000,-1111,7292,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Open Water,Open Water
179,70557.000000000000000,417,7967,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Pasture and Hayland,Agricultural
180,53342.000000000000000,431,7106,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
181,100491.000000000000000,421,9828,10470_10_19,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer,186,139,-9999,80,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
182,84390.000000000000000,417,7299,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Developed-Roads,Developed-Roads
183,85241.000000000000000,446,7299,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Developed-Roads,Developed-Roads
184,49883.000000000000000,417,7965,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Close Grown Crop,Agricultural
185,16086.000000000000000,417,7966,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Fallow/Idle Cropland,Agricultural
186,18152.000000000000000,440,9828,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
187,9839.000000000000000,440,7965,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Western Cool Temperate Close Grown Crop,Agricultural
188,14.000000000000000,-1111,7755,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,Agriculture-Cultivated Crops and Irrigated Agriculture,Agricultural
189,2918.000000000000000,431,7299,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Developed-Roads,Developed-Roads
190,41821.000000000000000,417,7968,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Wheat,Agricultural
191,7871.000000000000000,417,7964,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Row Crop,Agricultural
192,541.000000000000000,440,7900,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Western Cool Temperate Urban Deciduous Forest,Developed
193,15038.000000000000000,417,7904,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Urban Shrubland,Developed
194,8302.000000000000000,431,7047,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
195,23846.000000000000000,421,7965,10470_10_19,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer,186,139,-9999,80,Western Cool Temperate Close Grown Crop,Agricultural
196,100547.000000000000000,436,9828,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
197,19681.000000000000000,440,7967,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Western Cool Temperate Pasture and Hayland,Agricultural
198,9078.000000000000000,417,9328,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
199,13710.000000000000000,431,7045,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
200,3019.000000000000000,431,7968,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Western Cool Temperate Wheat,Agricultural
201,3544.000000000000000,440,7963,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
202,17063.000000000000000,417,7963,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
203,27905.000000000000000,431,7053,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
204,60652.000000000000000,436,7299,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Developed-Roads,Developed-Roads
205,4241.000000000000000,431,9828,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
206,1470.000000000000000,417,9829,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western North American Ruderal Wet Meadow & Marsh,Riparian
207,36950.000000000000000,417,7011,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Rocky Mountain Aspen Forest and Woodland,Hardwood
208,17818.000000000000000,440,7299,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Developed-Roads,Developed-Roads
209,9867.000000000000000,434,7299,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Developed-Roads,Developed-Roads
210,8128.000000000000000,434,7053,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
211,6200.000000000000000,434,7965,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Western Cool Temperate Close Grown Crop,Agricultural
212,5008.000000000000000,440,7966,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Western Cool Temperate Fallow/Idle Cropland,Agricultural
213,5449.000000000000000,440,7968,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Western Cool Temperate Wheat,Agricultural
214,12482.000000000000000,434,9828,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
215,621.000000000000000,417,9011,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,North American Arid West Emergent Marsh,Riparian
216,7094.000000000000000,431,7967,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Western Cool Temperate Pasture and Hayland,Agricultural
217,20525.000000000000000,436,7966,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Western Cool Temperate Fallow/Idle Cropland,Agricultural
218,9194.000000000000000,434,7967,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Western Cool Temperate Pasture and Hayland,Agricultural
219,152103.000000000000000,449,7139,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
220,197904.000000000000000,436,7965,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Western Cool Temperate Close Grown Crop,Agricultural
221,52515.000000000000000,436,7967,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Western Cool Temperate Pasture and Hayland,Agricultural
222,46276.000000000000000,446,7968,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Western Cool Temperate Wheat,Agricultural
223,14027.000000000000000,436,7968,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Western Cool Temperate Wheat,Agricultural
224,1564.000000000000000,431,7966,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Western Cool Temperate Fallow/Idle Cropland,Agricultural
225,24694.000000000000000,446,7966,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Western Cool Temperate Fallow/Idle Cropland,Agricultural
226,178283.000000000000000,446,9017,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
227,51320.000000000000000,446,9828,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
228,3203.000000000000000,434,7968,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Western Cool Temperate Wheat,Agricultural
229,1889.000000000000000,417,9017,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
230,5264.000000000000000,446,7011,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Aspen Forest and Woodland,Hardwood
231,21288.000000000000000,446,7901,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Western Cool Temperate Urban Evergreen Forest,Developed
232,1300.000000000000000,417,7903,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Western Cool Temperate Urban Herbaceous,Developed
